semana,neg-1,neg-2,neg-3,neg-4,neg-5,neg-6,neg-7,neg-8,neg-9,neg-10,neg-11,neg-12,neg-13,neg-14,neg-15,neg-16,neg-17,neg-18,neg-19,neg-20,pos-1,pos-2,pos-3,pos-4,pos-5,pos-6,pos-7,pos-8,pos-9,pos-10,pos-11,pos-12,pos-13,pos-14,pos-15,pos-16,pos-17,pos-18,pos-19,pos-20
2020-19,11 pag,may 2020,sen plen,educ especial,2020 diari,06 deud,pas im,pas imagin,pas impor,pas import,pas importantisim,pas imprescind,pas impuest,pas impuls,pas in,pas inadvert,pas inclus,pas igual,pas incorpor,pas increment,ejempl norm,ejempl nuev,ejempl num,ejempl numer,ejempl part,ejempl objet,ejempl ocasion,ejempl ocurr,ejempl oficin,ejempl oper,ejempl organ,ejempl organiz,ejempl pa,ejempl pact,ejempl pag,ejempl palpabl,ejempl paradigmat,ejempl parec,ejempl oblig,ños popul
2020-21,19 may,merc laboral,lleg tard,qu hiz,06 deud,pas imagin,pas impor,pas import,pas importantisim,pas imprescind,pas impuest,pas impuls,pas in,pas inadvert,pas inclu,pas incorpor,pas im,pas increment,pas inform,pas inici,ejempl numer,ejempl part,ejempl oblig,ejempl objet,ejempl ocurr,ejempl oficin,ejempl oper,ejempl organ,ejempl organiz,ejempl pa,ejempl pact,ejempl pag,ejempl palpabl,ejempl paradigmat,ejempl parec,ejempl ocasion,ños popul,tiemp minut,comerci local,ovin caprin
2020-23,buen tard,cienci tecnolog,sal fuert,qu hech,sistem financi,tod socied,06 deud,pas hor,pas igual,pas im,pas imagin,pas impor,pas import,pas importantisim,pas imprescind,pas impuest,pas impuls,pas in,pas inadvert,pas inclu,ejempl norm,ejempl nuev,ejempl num,ejempl modif,ejempl numer,ejempl oblig,ejempl ocasion,ejempl ocurr,ejempl oficin,ejempl oper,ejempl organ,ejempl organiz,ejempl pa,ejempl pact,ejempl pag,ejempl palpabl,ejempl paradigmat,ejempl objet,ños popul,cienci innov
2020-25,ministeri sanid,repart fond,guardi civil,pas hor,pas igual,pas im,pas imagin,pas impor,pas import,pas importantisim,pas imprescind,pas impuest,pas impuls,pas in,06 deud,pas inclu,pas inclus,pas incorpor,pas increment,pas inform,ejempl organiz,ejempl pa,ejempl ocurr,ejempl pact,ejempl pag,vuelv insist,laboral 2012,decen mil,dic realment,atencion primari,sab van,cambi climat,tod person,pon valor,ciudadan ciudadan,hac falt,capac lleg,med adopt,castill leon,buen dias
2020-27,present mocion,senador arrib,gran aport,trabaj junt,recuper econom,curs escol,qued clar,senador ahed,coch electr,registr civil,hac falt,papel fundamental,fiscal financ,polit fiscal,consej polit,pas curs,pas hor,pas igual,pas im,pas imagin,ejempl organ,ejempl oper,ejempl objet,ejempl municipi,ejempl ocasion,ejempl oblig,ejempl ocurr,preci energ,mixt senador,ciudadan senador,vay termin,algun respons,trabaj trabaj,vehicul electr,plan refuerz,problem gent,tan import,marin gascon,caden valor,juli 2020
2020-29,senador muñoz,senador cerver,senador ahed,pod acept,resident mayor,dej ment,numer registr,sector agrari,foral navarr,fuerz armad,establec protocol,preocup soci,ped perdon,deform profesional,quier liquid,estatut vasc,derech decid,pabl iglesi,quier dec,pas merc,ejempl oficin,ejempl municipi,ejempl oper,ejempl organ,ejempl organiz,ejempl pa,ejempl oblig,ejempl ningun,comunitats autònom,hombr mujer,cooper desarroll,popul sen,juli 2020,articul 324,crisis sanitari,castill leon,ret demograf,volunt polit,proteccion civil,apoy mocion
2020-37,acept enmiend,present mocion,habl educ,vecin puebl,inici senador,exclusion financ,15 000,prox presupuest,pod busc,puest march,sanitari econom,ocup pod,municipi afect,senador medin,senador marin,lleg final,mostr solidar,rest españ,modif articul,135 constitu,ejempl oper,ejempl oficin,ejempl organiz,ejempl part,ejempl parlament,ejempl parec,ejempl paradigmat,ejempl organ,ejempl pag,ejempl palpabl,ejempl pact,ejempl pa,ños popul,senador senador,septiembr 2020,baj impuest,medi rural,registr entrad,21 pag,num 21
2020-39,congel pension,television public,dram human,rein unid,senador bailac,sector agrari,22 septiembr,pas im,pas hor,pas histori,pas imagin,pas impor,pas hech,pas import,pas importantisim,pas igual,pas imprescind,06 deud,pas impuls,pas in,ejempl organiz,ejempl pa,ejempl pact,ejempl palpabl,ejempl pag,consens acuerd,inclu tramit,explot sexual,frut trabaj,trat conveni,agend ideolog,ponenci estudi,junt andaluc,financi transport,mujer niñ,activ jueg,person mayor,colect vulner,conveni internacional,num 23
2020-41,num 25,falt respet,com valor,exig respet,fond reconstruccion,buen volunt,guardi civil,espiritu tod,parec oportun,ayud vecin,moment pandemi,ces inmediat,unic hac,hac mal,intent tap,ven debat,hac falt,gast public,tod enmiend,sub impuest,ejempl paradigmat,ejempl objet,ños popul,ejempl ocasion,ejempl palpabl,ejempl pag,ejempl pact,ejempl pa,ejempl oblig,ejempl organ,ejempl organiz,ejempl oper,ejempl oficin,ejempl ocurr,agend 2030,pod judicial,cart europe,enmiend solicit,desarroll sosten,organ constitucional
2020-43,senador land,cont respald,aquell dias,20 octubr,compañer trabaj,llam atencion,lleg acuerd,26 pag,iva mascarill,absolut fals,efect pandemi,16 años,quier dec,segur nacional,sanitari econom,pod judicial,sen plen,2020 diari,octubr 2020,pas imagin,ejempl organiz,ejempl pa,ejempl paradigmat,ejempl palpabl,ejempl pag,ejempl pact,limit afor,zon rural,import andaluc,numer registr,podr hab,vay fond,insegur jurid,confederal senador,popul senador,comet error,cov 19,consej interterritorial,num 27,mocion insta
2020-45,sub impuest,baj impuest,sistem educ,respect enmiend,form part,num 28,legisl ordinari,deb trat,seman pas,españ sol,lid oposicion,pas hag,pas hambr,pas hech,pas inici,pas histori,pas hor,pas igual,pas im,pas imagin,ejempl pag,ejempl nuev,ejempl ocasion,ejempl pa,ejempl numer,ejempl organiz,ejempl organ,ejempl oper,ejempl objet,ejempl oblig,ejempl num,ejempl ocurr,ejempl oficin,comision sanid,falt transparent,medi rural,transform digital,españ digital,trabaj autonom,qued clar
2020-47,edad años,ingres cer,escañ popul,iva mascarill,rest españ,falt respet,quier dec,mar menor,sector turist,servici dependent,popul sen,segur jurid,autonom empresari,castill leon,uso mascarill,justici gratuit,cuot cer,infraestructur viari,enfermed rar,viari ferroviari,ejempl num,ejempl paradigmat,ejempl numer,ejempl oblig,ejempl pag,ejempl pact,ejempl objet,ejempl pa,ejempl organiz,ños popul,ejempl oper,ejempl oficin,ejempl ocurr,ejempl ocasion,ejempl organ,numer registr,servici public,sanid public,registr entrad,presupuest general
2020-49,mujer discapac,32 pag,lleg acuerd,dese interven,cuot segur,ministr educ,vay termin,sector cultural,mejor eficient,nac muert,rein españ,20 000,senador dese,ten hac,cuarent años,rued prens,trat conveni,senador jos,algun senador,explic com,ejempl oblig,ejempl pact,ejempl pa,ejempl organiz,ejempl oper,ejempl oficin,ejempl organ,ejempl ocurr,ejempl ocasion,afect trabaj,registr entrad,ola pandemi,numer registr,casi unanim,transicion ecolog,castill leon,presupuest general,buen tard,sindrom down,pon march
2020-51,present vet,violenci gener,sub impuest,polit migratori,memori democrat,dram humanitari,da igual,fuerz polit,fuerz armad,masiv inmigr,luch mafi,dias pas,lleg masiv,agrav crisis,pas popul,caus dañ,ven debat,popul mantien,pas import,06 deud,ejempl ocurr,ejempl oficin,ejempl oper,ejempl organ,ejempl organiz,ejempl pa,ejempl pact,ejempl pag,ejempl palpabl,ejempl paradigmat,ejempl parec,ejempl navarr,tod españ,fuerz cuerp,presupuest 2021,polit exterior,presupuest 2018,senador senador,servici public,buen dias
2020-52,profund hac,model educ,mixt particul,sub impuest,argument pes,presupuest buen,mil vec,presupuest expans,llu companys,pas inicial,pas hech,pas histori,pas institu,pas hor,pas igual,pas im,pas imagin,pas impor,pas import,pas imprescind,ejempl objet,ejempl parec,ños popul,ejempl ocurr,ejempl paradigmat,ejempl palpabl,ejempl pag,ejempl ocasion,ejempl pa,ejempl pact,ejempl organ,ejempl oper,ejempl oficin,ejempl organiz,banc españ,marc normat,person discapac,sol altern,comision educ,defens enmiend
2021-5,febrer 2021,tribunal cuent,06 deud,pas hag,pas hambr,pas hech,pas histori,pas hor,pas igual,pas im,pas imagin,pas impor,pas import,pas importantisim,pas imprescind,pas impuest,pas impuls,pas in,pas inadvert,pas inclu,ejempl mund,ejempl moment,ejempl modif,ejempl ningun,ejempl negoci,estrategi vacun,pagin web,acept result,consej interterritorial,cuestion trabaj,proces vacun,demostr ciudadan,lleg acuerd,juez instruccion,region murci,pod lleg,sars cov,pued utiliz,violenci gener,sen españ
2021-8,2021 2022,40 pag,popul present,lleg acuerd,buen tard,polit internacional,sector turism,segur jurid,ener 2016,medi ambient,pod hab,especi cineget,violenci gener,mujer discapac,pact violenci,vid diari,hab hech,duel alma,ayud direct,sector industri,ejempl nuev,ejempl num,ejempl parlament,ejempl numer,ejempl oblig,ejempl ocasion,ejempl ocurr,ejempl oficin,ejempl oper,ejempl organ,ejempl organiz,ejempl pa,ejempl pact,ejempl pag,ejempl palpabl,ejempl paradigmat,ejempl objet,tom consider,allan mor,izquierd confederal
2021-10,poblacion lob,establec criteri,ten cuent,derech vid,men riesg,1700 eur,ponenci comision,final vid,seman pas,dich mocion,comerci electron,tod violenci,pas igual,pas im,pas hor,pas histori,pas imagin,pas impor,pas import,pas importantisim,ejempl oficin,ejempl oper,ejempl pa,ejempl organ,ejempl organiz,ejempl ocasion,polic nacional,soberan popul,numer registr,mulet garc,sah occidental,medi rural,afect talidom,registr entrad,estatut autonom,transicion just,buen tard,marin gascon,defens enmiend,vot emit
2021-12,senador peral,enmiend present,aun asi,repart fond,2021 diari,casi años,31 diciembr,ningun problem,sector turist,razon llev,fuerz cuerp,num 44,sen plen,qu razon,propi text,ministeri defens,asum respons,inteligent artificial,separ poder,trasposicion direct,ejempl paradigmat,ejempl nivel,ejempl parec,ejempl parlament,ejempl oblig,larg plaz,segu trabaj,juzg tribunal,vay termin,senador senador,negoci colect,miembr consej,sociedad cotiz,matricul universitari,apoy españ,atribu consej,emple public,ayud empres,derech digital,tiemp form
2021-15,buen tard,exposicion motiv,public urban,mocion censur,resolv problem,fond europe,taj segur,cre emple,comet delit,derech huelg,derech penal,castill leon,pact toled,hac falt,trabaj cobr,pas increment,pas hag,pas hambr,pas hech,pas histori,ejempl parlament,ejempl oblig,ejempl objet,ejempl organiz,ejempl paradigmat,ejempl palpabl,ejempl pag,ejempl pact,ejempl pa,ejempl ocasion,ños popul,ejempl oper,ejempl oficin,ejempl ocurr,ejempl organ,consuetudinari tradicional,region murci,person consumidor,derech ultraderech,presupuest general
2021-17,van ten,madr sol,sub impuest,apoy mocion,proxim may,com posibl,ped mocion,plaz ejecu,sid capac,public propagand,enmiend izquierd,pod acept,fond europe,tod inici,deb hab,sig pie,entrad vigor,tas googl,tan torp,dej des,ejempl oblig,ejempl oper,ejempl organ,ejempl organiz,ejempl pa,ejempl paradigmat,ejempl oficin,ejempl palpabl,ejempl pag,ejempl pact,consecuent interpel,puest march,rest grup,extrem derech,industri calz,abril 2021,marin gascon,mocion consecuent,mixt senador,cambi climat
2021-19,senador santiag,quer dar,derech deber,traspon direct,hachaz fiscal,mejor futur,acces univers,quier casi,pas histori,11 may,quier agradec,sub impuest,dar solucion,trasposicion direct,50 pag,person discapac,cuent cuent,presupuest general,dispon instrument,autonom dispon,ejempl part,ejempl oficin,ejempl ocurr,ejempl organ,ejempl parec,ejempl paradigmat,ejempl palpabl,ejempl oper,ejempl pact,ejempl pag,ejempl pa,ejempl organiz,ños popul,senador mulet,ponenci estudi,defend enmiend,popul senador,12 may,izquierd confederal,vot emit
2021-21,balear canari,sub imposit,ministr exterior,fond public,sector turist,cambi reglament,grup polit,barr libr,pact toled,materi prim,pobrez sever,tierr canari,formacion sanitari,nuev impuest,sector econom,sanitari especializ,reglament sen,num 53,impon sistem,pandemi cov,ejempl pa,ejempl paradigmat,ejempl palpabl,ejempl pact,ejempl pag,confederal senador,clas medi,senador marques,lleg acuerd,aquel moment,cambi climat,vacun vacun,qued clar,fond europe,num exp,actual conveni,brech gener,ayud direct,inclusion segur,vasc senador
2021-23,puest trabaj,hac referent,conced indult,ayer mism,preci electr,grup polit,subvencion conced,person discapac,sector ganader,num 55,administr justici,list esper,mod vid,hech referent,cost produccion,puest cas,buen tard,pas imagin,pas hor,pas igual,ejempl nuev,ejempl paradigmat,ejempl numer,ños popul,ejempl oblig,ejempl ocasion,ejempl ocurr,ejempl oficin,ejempl oper,ejempl organ,ejempl organiz,ejempl pa,ejempl pact,ejempl pag,ejempl palpabl,ejempl objet,propied horizontal,izquierd confederal,proces penal,mocion present
2021-25,mocion present,rein unid,emit 260,22 juni,formacion polit,tan siqu,ped perdon,senador ruz,derech civil,senador bidegur,reform laboral,popul sen,ust cre,conveni mism,indult conden,desemple juvenil,negoci bilateral,acept enmiend,vay termin,com llam,ejempl palpabl,ejempl paradigmat,ejempl parec,ejempl impuls,ejempl inform,mulet garc,mejor calid,fiscal europe,tiemp minut,fraud elusion,vasc senador,senador marin,merc laboral,enmiend present,corredor mediterrani,aceit oliv,senador muñoz,parqu nacional,izquierd confederal,emit 259
2021-28,06 deud,pas histori,pas hor,pas igual,pas im,pas imagin,pas impor,pas import,pas importantisim,pas imprescind,pas impuest,pas impuls,pas in,pas inadvert,pas inclu,pas inclus,pas incorpor,pas increment,pas inform,pas inici,ejempl nivel,ejempl niñ,ejempl norm,ejempl nuev,ejempl paradigmat,ejempl num,ejempl objet,ejempl oblig,ejempl ocasion,ejempl ocurr,ejempl oficin,ejempl oper,ejempl organ,ejempl organiz,ejempl pa,ejempl pact,ejempl pag,ejempl numer,ños popul,acat constitu
2021-37,region murci,preci luz,tod med,independent judicial,mar menor,enmiend mejor,abriend puert,relacion transatlant,100 000,fond europe,proyect estrateg,eur perd,homenaj terror,entidad local,estatut artist,perfect compat,europe unid,buen tard,españ unid,respons polit,ejempl nivel,ños popul,ejempl norm,ejempl organ,ejempl oper,ejempl oficin,ejempl ocurr,ejempl ocasion,ejempl niñ,ejempl oblig,ejempl numer,ejempl num,ejempl nuev,ejempl objet,aceit oliv,pequeñ median,pod judicial,izquierd confederal,vot emit,robatt perot
2021-38,presupuest general,baj iva,escañ popul,cataluñ españ,tom med,transicion ecolog,lleg españ,num 62,reunion bilateral,transicion energet,tom consider,castellan catalan,crud realid,nacional patrimoni,homenaj terror,patrimoni nacional,comunitat valencian,parlament cataluny,represent puebl,articul 66,ejempl objet,ejempl num,ejempl ocasion,ejempl pag,ejempl ocurr,ejempl oficin,ejempl oper,ejempl oblig,ejempl organ,ejempl organiz,ejempl pa,ejempl pact,person afect,erupcion volcan,produccion distribu,popul senador,defens enmiend,izquierd confederal,baj preci,num exp
2021-40,fuerz polit,ministeri interior,buen tard,presupuest 2022,islas balear,podr hab,sub preci,conoc problem,recuper econom,baj iva,met man,sub impuest,previ pandemi,general pod,ocup ilegal,isla palm,agradezc enorm,pas gobi,pas impuls,pas gast,ejempl oblig,ejempl particip,ejempl ocurr,ejempl ocasion,ejempl oficin,ejempl oper,ejempl organ,ejempl organiz,ejempl pa,ejempl pact,ejempl pag,ejempl palpabl,ejempl paradigmat,ejempl parec,ejempl parlament,ños popul,minim vital,administr public,illes balears,ret demograf
2021-42,comunitat valencian,escañ popul,escuch sector,via laietan,busc espaci,grand propietari,islas balear,pas imagin,pas in,pas impor,pas import,pas importantisim,pas imprescind,pas impuest,pas impuls,pas igual,pas im,pas inadvert,06 deud,pas inclus,ejempl paradigmat,ejempl numer,ejempl num,ejempl oblig,ejempl pag,ejempl pact,ejempl pa,ejempl organiz,ejempl objet,ejempl oper,ejempl organ,ejempl oficin,ejempl ocurr,ejempl ocasion,ños popul,presupuest general,institu penitenciari,num exp,vicepresident ministr,octubr 2021
2021-44,reform laboral,alta veloc,cre emple,doy formul,ahor quier,adolescent joven,trabaj aplaus,oid habl,plan infraestructur,izquierd confederal,tribunal europe,agenci tributari,pod judicial,iguald territorial,ir siempr,pas impor,pas importantisim,pas im,pas igual,pas import,ejempl neces,ejempl objet,ejempl ocasion,ejempl ocurr,ejempl oficin,ejempl oper,ejempl organ,ejempl organiz,ejempl pa,ejempl pact,ejempl pag,ejempl palpabl,ejempl oblig,ejempl navarr,presupuest general,senador mulet,aplaus escañ,servici public,robatt perot,confederal senador
2021-46,just contrari,fond europe,fisic psicolog,apart nuev,pres rul,120 000,isla palm,articul 12,sol lleg,especializ profesional,luz sol,aprob protocol,asistent psicolog,moment produzc,pas inici,pas im,pas imagin,pas integr,pas impor,pas import,ejempl oper,ejempl organ,ejempl organiz,ejempl neces,ejempl pa,ejempl pact,ejempl pag,ejempl palpabl,ejempl paradigmat,ejempl parec,ejempl oficin,ejempl ningun,izquierd confederal,defensor puebl,autonom estrateg,senador muñoz,lleg acuerd,noviembr 2021,aplausos rumor,doñ mar
2021-49,impugn seccion,senador lemus,senador catalan,muñoz lagar,vay termin,present presupuest,presupuest 2022,eur respect,ministr haciend,fond europe,minim vital,senador ahed,creacion emple,da defend,ministr españ,10 senador,vet numer,car histori,entidad local,plan presupuestari,ejempl ocasion,ejempl ocurr,ejempl pa,ejempl oficin,ejempl organiz,ejempl organ,ejempl oper,ejempl objet,unas cuent,sent orgull,polit exterior,emit 264,pas defens,transform digital,cienci innov,recuper just,presupuest materi,fortalec bienest,vot emit,defens impugn
2021-51,comision presupuest,factor sostenibil,da igual,hac referent,iva 21,feliz navid,palenci leon,tren madr,desequilibri territorial,billet tren,realid ministr,pas importantisim,06 deud,pas imprescind,pas imagin,pas im,pas igual,pas hor,pas histori,pas import,ejempl numer,ños popul,ejempl oper,ejempl oblig,ejempl ocasion,ejempl pact,ejempl ocurr,ejempl oficin,ejempl pa,ejempl organ,ejempl organiz,num 75,public pension,trat conveni,muñoz lagar,entrad cam,emple public,sistem public,registr civil,defens enmiend
