semana,neg-1,neg-2,neg-3,neg-4,neg-5,neg-6,neg-7,neg-8,neg-9,neg-10,neg-11,neg-12,neg-13,neg-14,neg-15,neg-16,neg-17,neg-18,neg-19,neg-20,pos-1,pos-2,pos-3,pos-4,pos-5,pos-6,pos-7,pos-8,pos-9,pos-10,pos-11,pos-12,pos-13,pos-14,pos-15,pos-16,pos-17,pos-18,pos-19,pos-20
1988-46,relacion cort,asunt exterior,estatut cooper,inversion industrial,parais fiscal,adecu titul,ancho via,entidad credit,ayud guine,contrat aprendizaj,poligon tir,econom europe,compañ electr,derech human,aniversari constitu,cas present,deud extern,decim aniversari,parlamentari fin,parlamentari fij,electoral elabor,electoral ejempl,electoral efect,electoral dud,electoral distint,electoral despues,electoral discurs,electoral diput,electoral dij,electoral dig,electoral dificil,electoral dich,electoral dic,electoral dir,ñor diput,vot emit,experient laboral,paus vot,nacional estadist,guine ecuatorial
1988-47,solicit somet,aplic españ,pon man,sig siend,oportun histor,form consegu,present total,administr perifer,dij debat,articul reglament,contest distint,obras public,educ fisic,opinion public,pil izquierd,junt portavoc,director general,ven habl,tribunal constitucional,practic segur,credit ampliabl,empres public,asistent sanitari,cooper municipal,fond adicional,defens enmiend,personal eventual,sistem sanitari,sub cient,salari minim,garc fonsec,enmiend minor,rueg conclu,ente public,dictam comision,democraci cristian,izquierd unid,quier dec,paus vot,brav lagun
1988-48,puert ministeri,pid separ,separ apart,sid objet,bas articul,calid enseñ,merc negr,asunt exterior,octubr noviembr,numer articul,instruccion recib,consej nacional,superior polic,comision investig,econom europe,plan hidrolog,hac referent,huelg general,pod ejecut,nacional agu,electoral emisor,electoral embarg,electoral ello,electoral element,electoral eleg,electoral electoral,electoral dij,electoral eleccion,electoral ejempl,electoral efect,electoral dud,electoral distint,electoral discurs,electoral dir,electoral elabor,fond reserv,central sindical,ministeri asunt,consej econom,izquierd unid
1988-49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988-50,dispuest retir,hac pens,ciudadan trat,tra cam,director general,grup oposicion,capac instal,elabor cens,econom europe,impuest rent,vuelv repet,pas declar,edad medi,caract general,econom haciend,cer años,men ciert,entonc ahor,articul constitu,fuerz cuerp,electoral ejempl,electoral efect,electoral dud,electoral distint,electoral dic,electoral dir,ñor diput,electoral dij,electoral dig,electoral dificil,electoral dich,electoral diput,paus vot,consej ministr,tribunal constitucional,sentenci tribunal,mism tiemp,pod judicial,servici public,cient produccion
1988-51,unas estadist,recib subvencion,presuncion verac,archipielag canari,aquell region,carn fresc,grav problem,razon seri,sid reflej,tom consider,fond compens,list esper,opinion public,coincid gran,conflict colect,nivel servici,distint region,caus malest,derech fundamental,econom europe,electoral eleccion,electoral elabor,electoral ejempl,electoral efect,electoral dud,electoral distint,electoral desarroll,electoral discurs,electoral dir,electoral diput,electoral dij,electoral dig,electoral dificil,electoral dich,electoral dic,electoral determin,ñor diput,transport ferroviari,consej administr,vot emit
1988-52,relat articul,ped separ,respect enmiend,falt sensibil,polit econom,haciend local,instanci instruccion,disposicion adicional,esfuerz fiscal,enmiend present,juzg instanci,parlamentari europe,parlamentari formul,parlamentari form,parlamentari evident,parlamentari excepcion,parlamentari except,parlamentari fin,parlamentari fij,parlamentari fuerz,electoral dir,electoral dich,electoral dej,electoral dic,electoral determin,electoral despues,electoral desarroll,electoral derech,electoral depend,electoral discurs,electoral dentr,electoral distint,electoral dij,electoral diput,vot emit,enmiend articul,invasion competencial,propi ayunt,aprob enmiend,paus vot
1989-5,transport ferroviari,ningun cas,tribunal constitucional,abarqu tod,parlamentari grup,parlamentari general,parlamentari fundamental,parlamentari fuerz,parlamentari formul,parlamentari form,parlamentari firm,parlamentari final,parlamentari fij,parlamentari federal,parlamentari expres,parlamentari explic,parlamentari exist,parlamentari except,parlamentari excepcion,parlamentari evident,electoral efect,electoral dud,electoral distint,electoral discurs,electoral dir,electoral diput,electoral dij,electoral dig,electoral defend,electoral dificil,electoral dic,electoral determin,electoral despues,electoral desarroll,electoral derech,electoral depend,electoral dentr,electoral democrat,electoral dich,ñor diput
1989-7,punt cuart,intervencion ayer,deb hab,abra debat,import cam,loabl proposit,territorial sectorial,banc derech,reivind sindical,presion fiscal,gran bretañ,estatut autonom,gast public,ceut melill,parlamentari federal,parlamentari formul,parlamentari form,parlamentari europe,parlamentari firm,parlamentari final,electoral diput,electoral dij,electoral dig,electoral dificil,electoral dich,electoral defend,electoral determin,electoral dic,electoral despues,electoral desarroll,electoral derech,electoral depend,electoral dentr,electoral democrat,polit gast,vot emit,program electoral,rueg conclu,salari minim,paus vot
1989-8,banc españ,cuot segur,via impuest,supon aument,aument cient,defensor puebl,plaz brev,brev posibl,parlamentari formul,parlamentari form,parlamentari firm,parlamentari final,parlamentari fin,parlamentari federal,parlamentari fuerz,parlamentari expres,parlamentari explic,parlamentari exist,parlamentari except,parlamentari excepcion,electoral electoral,electoral eleccion,electoral elabor,electoral ejempl,electoral efect,electoral dud,electoral distint,electoral derech,electoral discurs,electoral diput,electoral dij,electoral dig,electoral dificil,electoral dich,electoral dic,electoral determin,electoral despues,electoral dir,ñor diput,polit industrial
1989-9,palabr dich,ministeri econom,impuest rent,solicit asistent,present proposicion,sector pesquer,pag interes,gran debat,interes empres,gast public,propuest resolu,exposicion motiv,afect gravement,tribunal constitucional,mism hiz,trat rom,ciudadan britan,realment afect,parlamentari hic,parlamentari inclus,electoral ejempl,electoral efect,electoral dud,electoral distint,electoral discurs,electoral dir,electoral diput,electoral correspond,electoral dij,electoral dificil,electoral dich,electoral dic,electoral determin,electoral despues,electoral desarroll,electoral derech,electoral depend,electoral dig,ministeri cultur,secret profesional
1989-10,debat parlament,embarg parec,dirig asunt,trafic influenci,seman sant,vay dec,regul jurid,asunt exterior,plan emple,formacion profesional,polit econom,person necesit,parlamentari fundamental,parlamentari democrat,parlamentari fuerz,parlamentari formul,parlamentari general,parlamentari dese,parlamentari firm,parlamentari final,electoral elabor,electoral ejempl,electoral efect,electoral dud,electoral distint,electoral discurs,electoral dir,electoral diput,electoral dentr,electoral dij,electoral dificil,electoral dich,electoral dic,electoral determin,electoral despues,electoral desarroll,electoral derech,electoral dig,ñor diput,vot emit
1989-11,esper dentr,bas articul,ministeri econom,derech constitucional,mism situacion,incumpl compromis,tonel import,ningun inconvenient,gobern civil,seman sant,intent consegu,presupuest general,merc valor,verdader dimension,econom administr,econom haciend,fuerz armad,articul constitu,inconvenient retir,ahi ademas,electoral elabor,electoral ejempl,electoral efect,electoral dud,electoral distint,electoral discurs,electoral dir,electoral diput,electoral dij,electoral dig,electoral dificil,electoral dich,electoral dic,electoral determin,electoral despues,electoral desarroll,electoral cort,vot emit,codig penal,paus vot
1989-14,cost deriv,director general,empres public,pod circul,preci viviend,viviend libr,facultad medicin,cobertur prestacion,seman sant,castellan leones,aceit colz,solicit inform,promocion public,ayud public,interes econom,agrup interes,impuest rent,import problem,apoy proposicion,mutual prevision,electoral elabor,electoral ejempl,electoral efect,electoral dud,electoral distint,electoral discurs,electoral dir,electoral diput,electoral dij,electoral dig,electoral dificil,electoral dich,electoral dic,electoral determin,electoral despues,electoral desarroll,electoral derech,electoral dentr,ñor diput,plan trienal
1989-15,activ econom,tribunal constitucional,tom med,creacion centr,univers autonom,uso informat,fech puest,polit viviend,edad jubil,centr trabaj,pas tiemp,eleccion sindical,honor intim,rein unid,bas dat,aquell moment,dud capac,parlamentari final,parlamentari form,parlamentari formul,electoral distint,electoral discurs,electoral dir,electoral diput,electoral dij,electoral depend,ñor diput,electoral dificil,electoral dich,electoral dic,electoral determin,electoral despues,electoral desarroll,electoral derech,letr tesor,inspector finanz,ultim años,unid famili,reform universitari,ten cuent
1989-16,futur proxim,pregunt med,parec import,med segur,ciudadan tiemp,exist exist,llev efect,sector transport,subvencion anticip,radi public,consej univers,autonom rioj,servici min,movimient cooper,consum human,pas nivel,dich justici,pag impuest,asi dich,juec magistr,electoral eleccion,electoral elabor,electoral ejempl,electoral efect,electoral dud,electoral distint,electoral ello,electoral discurs,electoral diput,electoral dij,electoral dig,electoral dificil,electoral dich,electoral dic,electoral determin,electoral dir,ñor diput,articul articul,nombr funcionari,garc margall
1989-17,pued hac,compromis asum,dich organiz,trat recib,econom europe,fuerz polit,derech internacional,asum compromis,ministerial octubr,transport public,puest trabaj,codig penal,tel juici,volunt polit,cort cint,alusion direct,obras public,agent autor,servici milit,fond cuestion,electoral electoral,electoral eleccion,electoral elabor,electoral ejempl,electoral determin,electoral dud,electoral efect,electoral discurs,electoral dir,electoral diput,electoral dij,electoral dig,electoral dificil,electoral dich,electoral distint,part polit,segur escol,defensor puebl,quier situ,polit agricol
1989-19,explic cam,prestacion proteccion,gust sab,algun maner,reestructur deud,algun solucion,director general,formul econom,cuerp mutil,solucion problem,aeropuert nacional,expedient disciplinari,etic estet,salv prueb,tribunal constitucional,educ cienci,jef provincial,ayud socied,tip ayud,comision investig,electoral eleg,electoral electoral,electoral eleccion,electoral elabor,electoral ejempl,electoral dic,electoral dud,electoral efect,electoral discurs,electoral dir,electoral diput,electoral dij,electoral dig,electoral dificil,electoral distint,ñor diput,servici min,sistem educ,clausul concienci,vot emit
1989-21,vien cuent,text dictam,van aument,zaragoz huesc,seman pas,seman vien,adjud direct,incent product,administr public,sistem aplic,product calid,parlamentari form,parlamentari firm,parlamentari final,parlamentari fin,parlamentari fij,parlamentari explic,parlamentari expres,parlamentari exist,parlamentari except,electoral elabor,electoral ejempl,electoral efect,electoral dud,electoral distint,electoral discurs,electoral dir,electoral diput,ñor diput,electoral dij,electoral dig,electoral dificil,electoral dich,electoral dic,electoral determin,electoral despues,electoral desarroll,electoral derech,electoral dentr,defensor puebl
1989-22,tod relacion,reserv plaz,palabr llev,punt sustitu,med concret,asunt exterior,articul constitu,herenci recib,solucion problem,cient termin,cost galleg,intervencion cam,comision investig,consej univers,actualiz codig,program electoral,jueg españ,cre deb,servici min,españ marruec,electoral eleccion,electoral elabor,electoral ejempl,electoral efect,electoral dud,electoral distint,electoral discurs,electoral despues,electoral dir,electoral dij,electoral dig,electoral dificil,electoral dich,electoral dic,electoral diput,paus vot,empres public,polit fiscal,izquierd unid,vot emit
1989-25,quier cre,defensor puebl,socied estatal,vuelv tra,trafic drog,secretari oficial,materi sanitari,condicion necesari,esfuerz fiscal,tra cam,gobern civil,sindrom toxic,econom haciend,medi ambient,cuent corrient,distint grup,sanid madr,respons objet,grup parlamentari,obras public,electoral ejempl,electoral efect,electoral dud,electoral distint,electoral discurs,electoral derech,ñor diput,electoral diput,electoral dij,electoral dig,electoral dificil,electoral dich,electoral dic,electoral determin,electoral despues,electoral dir,tip cambi,merc interior,direccion general,impact ambiental
